_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Year,month,Active Status,Duration
157,Chartwell Guildwood Retirement Residence,65 Livingston Rd,Retirement Home,Respiratory,Coronavirus,Unknown,2016-04-13,2016-04-29,2016,2016-04,Resolved,16.0
158,Elm Grove Living Centre,35 Elm Grove Ave,Ltch,Respiratory,Influenza B,Unknown,2016-04-12,2016-04-19,2016,2016-04,Resolved,7.0
159,Extendicare Rouge Valley - Highland Creek,551 Conlins Rd,Ltch,Respiratory,Coronavirus,Unknown,2016-04-11,2016-04-20,2016,2016-04,Resolved,9.0
160,Norfinch Care Community - 3A,22 Norfinch Dr,Ltch,Respiratory,Unable to identify,Unknown,2016-04-11,2016-04-16,2016,2016-04,Resolved,5.0
161,Midland Gardens Care Community,130 Midland Ave,Ltch,Respiratory,Parainfluenza type 1,Unknown,2016-04-07,2016-05-11,2016,2016-04,Resolved,34.0
162,St. John's Rehabilitation Hospital - A1,285 Cummer Ave,Hospital-Chronic Care,Respiratory,Influenza B,Unknown,2016-04-05,2016-04-11,2016,2016-04,Resolved,6.0
163,Sunnybrook Health Sciences Centre - LGSW,2075 Bayview Ave,Ltch,Respiratory,Enterovirus/Rhinovirus,Unknown,2016-04-05,2016-04-22,2016,2016-04,Resolved,17.0
164,Salvation Army Toronto Grace Health Centre - 2nd Fl,47 Austin Terr,Hospital-Chronic Care,Respiratory,Metapneumovirus,Unknown,2016-04-04,2016-04-10,2016,2016-04,Resolved,6.0
165,Mon Sheong Home for the Aged - 3rd Fl,36 D'Arcy St,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-04-04,2016-04-12,2016,2016-04,Resolved,8.0
166,Wesburn Manor,400 The West Mall,Ltch,Enteric,Norovirus-like,Unknown,2016-04-04,2016-04-20,2016,2016-04,Resolved,16.0
167,West Park Healthcare Centre - 2EC,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Coronavirus,Respiratory syncytial virus,2016-04-04,2016-04-22,2016,2016-04,Resolved,18.0
168,Scarborough Hospital General Campus - CP4,3050 Lawrence Ave E,Hospital-Acute Care,Enteric,Clostridium difficile,Unknown,2016-04-02,2016-04-13,2016,2016-04,Resolved,11.0
169,Casey House,9 Huntley St,Hospital-Chronic Care,Respiratory,Influenza B,Unknown,2016-04-01,2016-04-15,2016,2016-04,Resolved,14.0
170,North York General Hospital - 6W,4001 Leslie St,Hospital-Acute Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-29,2016-04-05,2016,2016-03,Resolved,7.0
171,Extendicare Scarborough,3830 Lawrence Ave E,Ltch,Enteric,Norovirus-like,Unknown,2016-03-29,2016-04-06,2016,2016-03,Resolved,8.0
172,Extendicare Scarborough,3830 Lawrence Ave E,Ltch,Respiratory,Metapneumovirus,Coronavirus,2016-03-29,2016-04-08,2016,2016-03,Resolved,10.0
173,Mount Sinai Hospital - Unit 10 North,600 University Ave,Hospital-Acute Care,Respiratory,Influenza B,Unknown,2016-03-26,2016-04-01,2016,2016-03,Resolved,6.0
174,St. Michael's Hospital - 14 Cardinal Carter,30 Bond St,Hospital-Acute Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-18,2016-03-25,2016,2016-03,Resolved,7.0
175,Carefree Lodge - Main Fl,303 Finch Ave E,Ltch,Respiratory,Parainfluenza type 1,Coronavirus,2016-03-18,2016-04-05,2016,2016-03,Resolved,18.0
176,Belmont House - 3 Walker Wing,55 Belmont St,Ltch,Respiratory,Metapneumovirus,Unknown,2016-03-17,2016-03-30,2016,2016-03,Resolved,13.0
177,Seaton House,339 George St,Shelter,Respiratory,Streptococcus pyogenes,Unknown,2016-03-17,2017-10-16,2016,2016-03,Resolved,578.0
178,Altamont Care Community,92 Island Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Metapneumovirus,2016-03-17,2016-04-04,2016,2016-03,Resolved,18.0
179,True Davidson Acres - 3 East,200 Dawes Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-15,2016-03-25,2016,2016-03,Resolved,10.0
180,Centre for Addiction and Mental Health - Queen Street Site,1001 Queen St W - Unit 2-2,Hospital-Psychiatric,Respiratory,Unable to identify,Unknown,2016-03-14,2016-03-23,2016,2016-03,Resolved,9.0
181,Cummer Lodge - 2 North,205 Cummer Ave,Ltch,Respiratory,Streptococcus pyogenes,Unknown,2016-03-14,2016-06-15,2016,2016-03,Resolved,93.0
182,Cummer Lodge - 2 North,205 Cummer Ave,Ltch,Enteric,Norovirus-like,Unknown,2016-03-14,2016-03-29,2016,2016-03,Resolved,15.0
183,Ehatare Nursing Home,40 Old Kingston Rd,Ltch,Respiratory,Unable to identify,Unknown,2016-03-14,2016-03-24,2016,2016-03,Resolved,10.0
184,Gibson Long Term Care - 4th Fl,1925 Steeles Ave E,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2016-03-14,2016-03-28,2016,2016-03,Resolved,14.0
185,Tendercare Living Centre,1020 McNicoll Ave,Ltch,Respiratory,Metapneumovirus,Unknown,2016-03-14,2016-04-01,2016,2016-03,Resolved,18.0
186,Midland Gardens Care Community,130 Midland Ave,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Coronavirus,2016-03-14,2016-04-05,2016,2016-03,Resolved,22.0
187,Extendicare Craiglee - 3rd Fl,102 Craiglee Dr,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-11,2016-03-22,2016,2016-03,Resolved,11.0
188,St. George Care Community,225 St George St,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-11,2016-03-21,2016,2016-03,Resolved,10.0
189,Greenview Lodge,880 Lawrence Ave E,Retirement Home,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-11,2016-03-21,2016,2016-03,Resolved,10.0
190,Revera Westside,1145 Albion Rd,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2016-03-10,2016-03-29,2016,2016-03,Resolved,19.0
191,St. John's Rehabilitation Hospital - A2,285 Cummer Ave,Hospital-Chronic Care,Respiratory,Influenza B,Unknown,2016-03-09,2016-03-17,2016,2016-03,Resolved,8.0
192,Castleview Wychwood Towers - 4th Fl,351 Christie St,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-09,2016-03-19,2016,2016-03,Resolved,10.0
193,Extendicare Rouge Valley - Clarke House,551 Conlins Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-09,2016-03-16,2016,2016-03,Resolved,7.0
194,"New Horizons Tower - Fls 2, 3, 5, 7, 11, 14 & 16",1140 Bloor St W,Retirement Home,Respiratory,Unable to identify,Unknown,2016-03-09,2016-03-28,2016,2016-03,Resolved,19.0
195,Salvation Army Meighen Retirement Residence,84 Davisville Ave,Retirement Home,Respiratory,Influenza B,Metapneumovirus,2016-03-09,2016-03-17,2016,2016-03,Resolved,8.0
196,Providence Healthcare - B4 West Wing,3276 St Clair Ave E,Hospital-Chronic Care,Respiratory,Influenza B,Unknown,2016-03-07,2016-03-13,2016,2016-03,Resolved,6.0
197,The Heritage Nursing Home,1195 Queen St E,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-07,2016-03-19,2016,2016-03,Resolved,12.0
198,Trilogy Long Term Care,340 McCowan Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-07,2016-03-21,2016,2016-03,Resolved,14.0
199,Wesburn Manor,400 The West Mall,Ltch,Respiratory,Unable to identify,Unknown,2016-03-07,2016-03-18,2016,2016-03,Resolved,11.0
200,Kensington Gardens North - 2 East,45 Brunswick Ave,Ltch,Enteric,Unable to identify,Unknown,2016-03-04,2016-03-21,2016,2016-03,Resolved,17.0
201,St. John's Rehabilitation Hospital - A4,285 Cummer Ave,Hospital-Chronic Care,Respiratory,Coronavirus,Parainfluenza virus,2016-03-04,2016-03-17,2016,2016-03,Resolved,13.0
202,Kennedy Lodge Nursing Home - 2nd & 3rd Fl,1400 Kennedy Rd,Ltch,Respiratory,Metapneumovirus,Respiratory syncytial virus,2016-03-04,2016-03-18,2016,2016-03,Resolved,14.0
203,St. Michael's Hospital - 6 Bond,30 Bond St,Hospital-Acute Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-03-02,2016-03-09,2016,2016-03,Resolved,7.0
204,The Wexford,1860 Lawrence Ave E,Ltch,Enteric,Unable to identify,Unknown,2016-03-02,2016-03-12,2016,2016-03,Resolved,10.0
205,Tony Stacey Centre for Veterans Care,59 Lawson Rd,Ltch,Respiratory,Respiratory syncytial virus,Coronavirus,2016-03-02,2016-03-31,2016,2016-03,Resolved,29.0
206,Sienna Living - Rockcliffe Care Community,3015 Lawrence Ave E,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Influenza B,2016-03-01,2016-03-21,2016,2016-03,Resolved,20.0
207,McCall Centre for Continuing Care - 2nd Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),Unknown,2016-02-29,2016-03-08,2016,2016-02,Resolved,8.0
208,Retirement Suites by the Lake,2121 Kingston Rd,Retirement Home,Respiratory,Unable to identify,Unknown,2016-02-29,2016-03-09,2016,2016-02,Resolved,9.0
209,The Briton House Retirement Home,720 Mount Pleasant Rd,Retirement Home,Respiratory,Coronavirus,Respiratory syncytial virus,2016-02-29,2016-03-31,2016,2016-02,Resolved,31.0
210,Rouge Valley Health System - Centenary Site - 10 West,2867 Ellesmere Rd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2016-02-26,2016-02-29,2016,2016-02,Resolved,3.0
211,Toronto Western Hospital - 8A & 8B,399 Bathurst St,Hospital-Acute Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-24,2016-03-06,2016,2016-02,Resolved,11.0
212,Main Street Terrace,77 Main St,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-24,2016-03-07,2016,2016-02,Resolved,12.0
213,Sunnybrook Health Sciences Centre - LFSE & LFSW,2075 Bayview Ave,Ltch,Respiratory,Influenza A (H3N2),Unknown,2016-02-24,2016-03-06,2016,2016-02,Resolved,11.0
214,The O'Neill Centre,33 Christie St,Ltch,Respiratory,Influenza B,Unknown,2016-02-24,2016-03-15,2016,2016-02,Resolved,20.0
215,Toronto General Hospital - 5B,200 Elizabeth St,Hospital-Acute Care,Respiratory,Influenza B,Unknown,2016-02-23,2016-03-07,2016,2016-02,Resolved,13.0
216,Bradgate Arms,54 Foxbar Rd,Retirement Home,Respiratory,Respiratory syncytial virus,Unknown,2016-02-22,2016-03-02,2016,2016-02,Resolved,9.0
217,St Clair O'Connor Nursing Home - 3rd Fl,2701 St Clair Ave E,Ltch,Respiratory,Rhinovirus,Respiratory syncytial virus,2016-02-22,2016-03-04,2016,2016-02,Resolved,11.0
218,Providence Healthcare - Houses Of Providence -,3276 St Clair Ave E - 2 West (Elm & Pine),Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-21,2016-02-25,2016,2016-02,Resolved,4.0
219,Eatonville Care Centre,420 The West Mall,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-18,2016-03-12,2016,2016-02,Resolved,23.0
220,Sunnybrook Health Sciences Centre - LTSE,2075 Bayview Ave,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2016-02-18,2016-03-05,2016,2016-02,Resolved,16.0
221,Holland Bloorview Kids Rehabilitation Hospital - BIRT,150 Kilgour Rd,Hospital-Chronic Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-17,2016-02-25,2016,2016-02,Resolved,8.0
222,Fudger House,439 Sherbourne St,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-17,2016-03-02,2016,2016-02,Resolved,14.0
223,Sts. Peter and Paul Residence,221 Milner Ave,Retirement Home,Respiratory,Respiratory syncytial virus,Coronavirus,2016-02-16,2016-03-02,2016,2016-02,Resolved,15.0
224,The Westbury,495 The West Mall,Ltch,Respiratory,Influenza A (H3),Unknown,2016-02-12,2016-02-24,2016,2016-02,Resolved,12.0
225,Mount Sinai Hospital - 10 South,600 University Ave,Hospital-Acute Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-09,2016-02-14,2016,2016-02,Resolved,5.0
226,St. John's Rehabilitation Hospital - A3,285 Cummer Ave,Hospital-Chronic Care,Respiratory,Influenza A (H3N2),"Coronavirus, Respiratory syncytial virus",2016-02-09,2016-02-23,2016,2016-02,Resolved,14.0
227,Mount Sinai Hospital - 10 North,600 University Ave,Hospital-Acute Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-08,2016-02-16,2016,2016-02,Resolved,8.0
228,West Park Long Term Care Centre - 1st Fl -,82 Buttonwood Ave - (Kingsway/Ilaaci unit),Ltch,Respiratory,Respiratory syncytial virus,Unknown,2016-02-08,2016-02-18,2016,2016-02,Resolved,10.0
229,West Park Healthcare Centre - 3EC,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-05,2016-02-19,2016,2016-02,Resolved,14.0
230,Hawthorne Place Care Centre,2045 Finch Ave W,Ltch,Enteric,Norovirus-like,Unknown,2016-02-05,2016-02-19,2016,2016-02,Resolved,14.0
231,Belmont House - 2 Walker Wing,55 Belmont St,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2016-02-04,2016-02-16,2016,2016-02,Resolved,12.0
232,The Teddington Retirement Residence,4 Teddington Park Ave,Retirement Home,Respiratory,Parainfluenza type 1,Unknown,2016-02-04,2016-02-22,2016,2016-02,Resolved,18.0
233,Salvation Army Toronto Grace Health Centre - 2nd & 3rd Fl,47 Austin Terr,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,Unknown,2016-02-03,2016-02-24,2016,2016-02,Resolved,21.0
234,Toronto Rehabilitation Institute - Bickle Centre - North 3,130 Dunn Ave,Hospital-Chronic Care,Respiratory,Influenza B,Rhinovirus,2016-02-03,2016-02-19,2016,2016-02,Resolved,16.0
235,Extendicare Bayview,550 Cummer Ave,Ltch,Enteric,Norovirus-like,Unknown,2016-02-02,2016-02-19,2016,2016-02,Resolved,17.0
236,The Wexford,1860 Lawrence Ave E,Ltch,Respiratory,Influenza B,Unknown,2016-02-02,2016-02-08,2016,2016-02,Resolved,6.0
237,St. Joseph's Health Centre - 4M,30 The Queensway,Hospital-Acute Care,Respiratory,Influenza A (H3),Respiratory syncytial virus,2016-02-02,2016-02-15,2016,2016-02,Resolved,13.0
238,The Hospital for Sick Children - 6A,555 University Ave,Hospital-Acute Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-01,2016-02-18,2016,2016-02,Resolved,17.0
239,Castleview Wychwood Towers,351 Christie St,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-02-01,2016-02-15,2016,2016-02,Resolved,14.0
240,"Runnymede Healthcare Centre-2 East, 2 West, 4 East & 4 West",625 Runnymede Rd,Hospital-Chronic Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-01-28,2016-02-11,2016,2016-01,Resolved,14.0
241,Toronto Rehabilitation Institute - University Centre-8 South,550 University Ave,Hospital-Chronic Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-01-28,2016-02-05,2016,2016-01,Resolved,8.0
242,Holland Bloorview Kids Rehabilitation Hospital - 3W BIRT,150 Kilgour Rd,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,Enterovirus/Rhinovirus,2016-01-28,2016-02-08,2016,2016-01,Resolved,11.0
243,St. Joseph's Health Centre - 6G,30 The Queensway,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Respiratory syncytial virus,2016-01-28,2016-02-13,2016,2016-01,Resolved,16.0
244,Seven Oaks - 1st & 4th Fl,9 Nielson Rd,Ltch,Respiratory,Metapneumovirus,Unknown,2016-01-27,2016-02-07,2016,2016-01,Resolved,11.0
245,Salvation Army Toronto Grace Health Centre - PACR (unit 4),47 Austin Terrace,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,Unknown,2016-01-25,2016-02-07,2016,2016-01,Resolved,13.0
246,Wellesley Central Place,160 Wellesley St E,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2016-01-25,2016-02-03,2016,2016-01,Resolved,9.0
247,West Park Long Term Care Centre - 2nd Fl Weston/Mulholland,82 Buttonwood Ave,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2016-01-25,2016-02-11,2016,2016-01,Resolved,17.0
248,St. Bernard's Residence,685 Finch Ave W,Retirement Home,Respiratory,Respiratory syncytial virus,Unknown,2016-01-25,2016-02-05,2016,2016-01,Resolved,11.0
249,Eatonville Care Centre - 4th & 5th Fl,420 The East Mall,Ltch,Respiratory,Rhinovirus,Unknown,2016-01-22,2016-02-05,2016,2016-01,Resolved,14.0
250,Hellenic Care for Seniors,215 Tyrrel Ave,Ltch,Enteric,Norovirus-like,Unknown,2016-01-22,2016-02-01,2016,2016-01,Resolved,10.0
251,Valleyview Residence,541 Finch Ave W,Ltch,Enteric,Norovirus-like,Unknown,2016-01-20,2016-02-16,2016,2016-01,Resolved,27.0
252,St. John's Rehabilitation Hospital - A1,285 Cummer Ave,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,"Coronavirus, Rhinovirus",2016-01-20,2016-02-19,2016,2016-01,Resolved,30.0
253,Chester Village,3555 Danforth Ave,Ltch,Respiratory,Influenza B,Unknown,2016-01-19,2016-02-03,2016,2016-01,Resolved,15.0
254,Sunnybrook Health Sciences Centre - LSSW,2075 Bayview Ave,Ltch,Respiratory,Coronavirus,Unknown,2016-01-19,2016-01-27,2016,2016-01,Resolved,8.0
255,The O'Neill Centre,33 Christie St,Ltch,Enteric,Unable to identify,Unknown,2016-01-19,2016-01-25,2016,2016-01,Resolved,6.0
256,Isabel & Arthur Meighen Health Centre - 3rd Fl -,155 Millwood Rd -  (Lawrence & Fisher unit),Ltch,Respiratory,Influenza A (H3N2),Unknown,2016-01-15,2016-01-26,2016,2016-01,Resolved,11.0
257,Villa Colombo - 2nd Fl - Fusco Wing,40 Playfair Ave,Ltch,Enteric,Norovirus-like,Unknown,2016-01-14,2016-01-29,2016,2016-01,Resolved,15.0
258,Lakeshore Lodge - 3rd Fl,3197 Lakeshore Blvd W,Ltch,Enteric,Norovirus-like,Unknown,2016-01-13,2016-01-22,2016,2016-01,Resolved,9.0
259,"Midland Gardens Care Community - 3rd, 4th & 6th Fl",130 Midland Ave,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2016-01-11,2016-02-01,2016,2016-01,Resolved,21.0
260,Sunnybrook Health Sciences Centre - LFSW,2075 Bayview Ave,Ltch,Respiratory,Enterovirus/Rhinovirus,Unknown,2016-01-11,2016-01-18,2016,2016-01,Resolved,7.0
261,Altamont Care Community,92 Island Rd,Ltch,Respiratory,Coronavirus,Metapneumovirus,2016-01-11,2016-01-26,2016,2016-01,Resolved,15.0
262,Wesburn Manor,400 The West Mall,Ltch,Respiratory,Rhinovirus,Unknown,2016-01-08,2016-02-09,2016,2016-01,Resolved,32.0
263,West Park Long Term Care Centre - 3rd Fl -Glenwyld & Raymore,82 Buttonwood Ave,Ltch,Respiratory,Coronavirus,Unknown,2016-01-08,2016-01-21,2016,2016-01,Resolved,13.0
264,Ehatare Nursing Home,40 Old Kingston Rd,Ltch,Respiratory,Coronavirus,Unknown,2016-01-07,2016-01-18,2016,2016-01,Resolved,11.0
265,Elm Grove Living Centre - 1st & 3rd Fl,35 Elm Grove Ave,Ltch,Respiratory,Coronavirus,Unknown,2016-01-06,2016-01-15,2016,2016-01,Resolved,9.0
266,Deerwood Creek Care Community,70 Humberline Dr,Ltch,Enteric,Norovirus-like,Unknown,2016-01-04,2016-01-25,2016,2016-01,Resolved,21.0
267,The Heritage Nursing Home,1195 Queen St E,Ltch,Enteric,Norovirus-like,Unknown,2016-01-04,2016-01-18,2016,2016-01,Resolved,14.0
268,Fairview Nursing Home,14 Cross St,Ltch,Respiratory,Metapneumovirus,Unknown,2016-01-03,2016-01-21,2016,2016-01,Resolved,18.0
1,Belmont House - 5WW,55 Belmont St,Ltch,Respiratory,Unable to identify,Unknown,2017-12-29,2018-01-10,2017,2017-12,Resolved,12.0
2,North Park Nursing Home - 2nd Fl,450 Rustic Rd,Ltch,Respiratory,Unable to identify,Unknown,2017-12-29,2018-01-26,2017,2017-12,Resolved,28.0
3,Ina Grafton Gage Home - 1st Fl,40 Bell Estate Rd,Ltch,Respiratory,Unable to identify,Unknown,2017-12-29,2018-01-08,2017,2017-12,Resolved,10.0
4,Greenview Lodge Retirement Home,880 Lawrence Ave E,Retirement Home,Respiratory,Influenza A (H3),Metapneumovirus,2017-12-29,2018-01-15,2017,2017-12,Resolved,17.0
5,Toronto General Hospital - 8 Eaton South,200 Elizabeth St,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2017-12-28,2018-01-05,2017,2017-12,Resolved,8.0
6,Baycrest Hospital - 3E,3560 Bathurst St,Hospital-Chronic Care,Respiratory,Influenza A (H3N2),Unknown,2017-12-27,2018-01-05,2017,2017-12,Resolved,9.0
7,William Osler Health System - 10th Fl Medicine/Respiratory,101 Humber College Blvd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2017-12-26,2018-01-02,2017,2017-12,Resolved,7.0
8,Centre for Addiction and Mental Health - Queen Site -,1001 Queen St W - Unit 1-2,Hospital-Psychiatric,Respiratory,Influenza A (H3),Unknown,2017-12-26,2018-01-10,2017,2017-12,Resolved,15.0
9,Leaside Retirement Residence - Building 10,10 William Morgan Dr,Retirement Home,Respiratory,Influenza A (H3),Influenza B,2017-12-25,2018-01-09,2017,2017-12,Resolved,15.0
10,Sunnybrook Health Sciences Centre - LTSW,2075 Bayview Ave,Ltch,Respiratory,Influenza A (H3N2),Unknown,2017-12-25,2018-01-03,2017,2017-12,Resolved,9.0
11,Castleview Wychwood Tower - 5th Fl,351 Christie St,Ltch,Respiratory,Unable to identify,Unknown,2017-12-24,2018-01-05,2017,2017-12,Resolved,12.0
12,Chartwell Trilogy Long Term Care Residence - 3rd Fl,340 McCowan Rd,Ltch,Respiratory,Unable to identify,Unknown,2017-12-24,2018-01-02,2017,2017-12,Resolved,9.0
13,Sunnybrook Health Sciences Centre - K3E,2075 Bayview Ave,Ltch,Respiratory,Influenza A (H3N2),Unknown,2017-12-22,2017-12-30,2017,2017-12,Resolved,8.0
14,"St. Hilda's Towers - Dufferin Tower - MED, RIU & TCP",2339 Dufferin St,Retirement Home,Enteric,Unable to identify,Unknown,2017-12-22,2017-12-28,2017,2017-12,Resolved,6.0
15,St. Joseph's Health Centre - 6G,30 The Queensway,Hospital-Acute Care,Respiratory,Influenza A (H3),Unknown,2017-12-22,2017-12-30,2017,2017-12,Resolved,8.0
16,Midland Gardens Care Community,130 Midland Ave,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2017-12-21,2018-01-13,2017,2017-12,Resolved,23.0
17,Centre for Addiction and Mental Health - Queen Site -,1001 Queen St W - Unit 1-3 LGUB,Hospital-Psychiatric,Respiratory,Unable to identify,Unknown,2017-12-21,2017-12-30,2017,2017-12,Resolved,9.0
18,Baycrest Hospital - 7 East,3560 Bathurst St,Hospital-Chronic Care,Respiratory,Influenza A (H3),Unknown,2017-12-20,2018-01-03,2017,2017-12,Resolved,14.0
19,Sunnybrook Health Sciences Centre - CrCU,2075 Bayview Ave,Hospital-Acute Care,Enteric,Clostridium difficile,Unknown,2017-12-20,2018-05-01,2017,2017-12,Resolved,132.0
20,Belmont House - 4WW,55 Belmont St,Ltch,Enteric,Norovirus-like,Unknown,2017-12-20,2018-01-03,2017,2017-12,Resolved,14.0
21,Living Life on the Avenue Retirement Residence,1066 Avenue Rd,Retirement Home,Respiratory,Influenza B,Unknown,2017-12-19,2018-01-02,2017,2017-12,Resolved,14.0
22,Better Living at Thompson House,1 Overland Dr,Ltch,Enteric,Norovirus-like,Unknown,2017-12-19,2018-01-29,2017,2017-12,Resolved,41.0
23,Bridgepoint Active Healthcare - 7 North & 6 South,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,Unable to identify,Unknown,2017-12-18,2017-12-28,2017,2017-12,Resolved,10.0
24,Valleyview Residence - 3 East,541 Finch Ave W,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2017-12-18,2017-12-27,2017,2017-12,Resolved,9.0
